JD,mag,err
583.35163,11.504,0.02
583.42077,11.496,0.02
584.05552,11.453,0.054
584.30909,11.508,0.02
584.35276,11.498,0.02
584.42262,11.507,0.02
585.30019,11.481,0.02
585.3456,11.457,0.02
585.41878,11.456,0.02
586.93307,11.445,0.008
586.93327,11.451,0.007
587.05505,11.46,0.041
587.901,11.436,0.01
587.90169,11.464,0.009
588.16853,11.47,0.029
588.1805,11.481,0.029
588.19248,11.483,0.028
588.20445,11.487,0.03
588.21641,11.479,0.029
588.22838,11.481,0.03
588.24037,11.484,0.029
590.06607,11.113,0.002
590.26137,11.536,0.004
590.26182,11.543,0.004
590.26226,11.543,0.004
590.26692,11.542,0.004
590.26737,11.547,0.004
590.26781,11.544,0.004
590.26825,11.559,0.003
590.27247,11.549,0.004
590.27291,11.55,0.004
590.27336,11.547,0.004
590.27803,11.533,0.004
590.27847,11.546,0.004
590.27892,11.551,0.004
590.28357,11.538,0.004
590.28402,11.532,0.004
590.28446,11.549,0.004
590.28913,11.547,0.004
590.28958,11.551,0.004
590.29002,11.539,0.004
590.29469,11.546,0.004
590.29513,11.545,0.004
590.29558,11.536,0.004
590.30025,11.544,0.004
590.3007,11.537,0.004
590.30114,11.549,0.004
590.30581,11.533,0.004
590.30626,11.536,0.004
590.3067,11.543,0.004
590.31137,11.542,0.004
590.31181,11.541,0.004
590.31226,11.543,0.004
590.31694,11.54,0.004
590.31738,11.543,0.004
590.31783,11.547,0.004
590.32251,11.543,0.004
590.32296,11.551,0.004
590.32341,11.549,0.004
590.32808,11.544,0.004
590.32853,11.543,0.004
590.32898,11.542,0.004
590.33366,11.539,0.004
590.3341,11.547,0.004
590.33454,11.548,0.004
590.33922,11.54,0.004
590.33967,11.543,0.004
590.34011,11.547,0.004
590.34479,11.545,0.005
590.34524,11.544,0.005
590.34568,11.547,0.005
590.35036,11.538,0.007
590.35081,11.548,0.007
590.35125,11.542,0.008
590.35594,11.515,0.014
590.35639,11.557,0.015
592.14913,11.494,0.03
592.16115,11.484,0.029
592.17309,11.483,0.03
592.18511,11.492,0.029
592.19712,11.483,0.029
592.20912,11.487,0.03
592.22111,11.49,0.031
592.23305,11.484,0.029
592.24508,11.478,0.028
593.14295,11.487,0.03
593.15491,11.492,0.03
593.16687,11.492,0.03
595.10286,11.56,0.007
596.10087,11.56,0.006
596.88989,11.455,0.013
596.89059,11.434,0.012
598.1017,11.57,0.004
598.26779,11.444,0.02
598.31118,11.439,0.02
598.38041,11.463,0.02
598.44964,11.486,0.02
598.95251,11.455,0.008
598.95271,11.437,0.009
599.12808,11.564,0.019
600.07702,11.573,0.005
600.07747,11.555,0.005
600.07793,11.559,0.005
600.08263,11.557,0.005
600.08308,11.559,0.005
600.08352,11.55,0.005
600.08823,11.556,0.005
600.08868,11.541,0.005
600.08913,11.556,0.005
600.09384,11.554,0.005
600.09429,11.551,0.005
600.09474,11.547,0.005
600.09943,11.559,0.005
600.0999,11.568,0.005
600.10034,11.552,0.005
600.10503,11.549,0.005
600.10548,11.563,0.005
600.10593,11.561,0.005
600.11061,11.544,0.005
600.11105,11.566,0.005
600.1115,11.559,0.005
600.11619,11.561,0.005
600.11664,11.56,0.005
600.11708,11.557,0.005
600.12179,11.55,0.005
600.12224,11.564,0.005
600.12269,11.566,0.005
600.12739,11.562,0.005
600.12783,11.555,0.005
600.12827,11.551,0.005
600.13297,11.569,0.005
600.13341,11.555,0.005
600.13386,11.559,0.005
600.13859,11.57,0.005
600.13904,11.549,0.005
600.13949,11.561,0.005
600.14418,11.562,0.005
600.14463,11.558,0.005
600.14508,11.546,0.005
600.14978,11.546,0.005
600.15023,11.561,0.005
600.15068,11.564,0.005
600.15536,11.549,0.005
600.15581,11.561,0.005
600.15626,11.559,0.005
600.2538,11.494,0.02
600.30747,11.503,0.02
600.37737,11.515,0.02
600.44722,11.496,0.02
600.91122,11.469,0.008
600.91192,11.462,0.008
601.26437,11.482,0.02
601.30809,11.491,0.02
601.37796,11.512,0.02
601.44779,11.502,0.02
601.90614,11.426,0.01
601.90684,11.42,0.009
601.90754,11.465,0.01
601.90824,11.446,0.01
601.90894,11.441,0.009
601.90964,11.439,0.01
601.91034,11.439,0.009
601.91104,11.458,0.009
601.91174,11.445,0.009
601.91244,11.434,0.01
601.91314,11.448,0.01
601.91384,11.442,0.009
601.91454,11.454,0.01
601.91524,11.447,0.009
601.91594,11.444,0.01
601.91665,11.446,0.01
601.91734,11.439,0.009
601.91803,11.44,0.01
601.91874,11.45,0.009
601.91943,11.455,0.011
601.92014,11.442,0.01
601.92084,11.44,0.012
601.92154,11.457,0.01
601.92224,11.463,0.01
601.92294,11.453,0.01
601.92364,11.434,0.011
601.92434,11.465,0.012
601.92504,11.436,0.011
601.92574,11.445,0.011
601.92644,11.43,0.011
601.92714,11.452,0.011
601.92784,11.442,0.011
601.92854,11.453,0.011
601.92924,11.45,0.009
601.92994,11.469,0.01
601.93064,11.457,0.01
601.93134,11.468,0.009
601.93204,11.442,0.009
601.93274,11.435,0.008
601.93344,11.452,0.008
601.93415,11.451,0.008
601.93484,11.448,0.008
601.93555,11.449,0.008
601.93624,11.445,0.008
601.93695,11.457,0.008
601.93764,11.455,0.008
601.93834,11.447,0.009
601.93904,11.442,0.01
601.93974,11.474,0.01
601.94044,11.435,0.01
601.94114,11.448,0.01
601.94184,11.467,0.01
601.94254,11.423,0.011
601.94324,11.449,0.012
601.94394,11.462,0.011
601.94464,11.459,0.01
601.94535,11.442,0.009
601.94604,11.452,0.009
601.94675,11.437,0.013
601.94744,11.464,0.016
601.94814,11.456,0.008
601.94884,11.439,0.008
601.94955,11.442,0.008
601.95024,11.446,0.009
601.95095,11.444,0.009
601.95165,11.446,0.009
601.95234,11.454,0.008
601.95305,11.47,0.01
601.95374,11.45,0.009
601.95445,11.456,0.008
601.95515,11.452,0.008
601.95585,11.451,0.009
601.95655,11.459,0.01
601.95725,11.467,0.009
601.95795,11.442,0.01
601.95865,11.444,0.008
601.95935,11.455,0.008
601.96006,11.452,0.008
601.96075,11.444,0.008
601.96146,11.444,0.007
601.96217,11.449,0.007
601.96286,11.44,0.007
601.96357,11.456,0.007
601.96426,11.452,0.007
601.96497,11.459,0.007
601.96567,11.449,0.008
601.96637,11.453,0.007
601.96707,11.447,0.007
601.96778,11.445,0.007
601.96847,11.451,0.008
601.96918,11.455,0.007
601.96989,11.456,0.007
601.97058,11.457,0.007
601.97129,11.448,0.007
601.97198,11.454,0.008
601.97269,11.447,0.008
601.97338,11.442,0.009
601.97409,11.457,0.008
601.97479,11.449,0.009
601.9755,11.447,0.009
602.24885,11.473,0.02
602.30228,11.529,0.02
602.37162,11.512,0.02
602.44097,11.511,0.02
603.24882,11.5,0.02
603.29222,11.489,0.02
603.36147,11.495,0.02
603.43075,11.489,0.02
604.24869,11.481,0.02
604.29211,11.5,0.02
604.3614,11.515,0.02
604.43061,11.51,0.02
605.24959,11.5,0.02
605.29316,11.512,0.02
605.36294,11.509,0.02
605.43272,11.502,0.02
606.24892,11.521,0.02
606.29224,11.483,0.02
606.36139,11.492,0.02
606.95299,11.448,0.006
606.95376,11.453,0.006
607.08073,11.494,0.013
607.9126,11.443,0.01
607.91335,11.436,0.01
608.11814,11.484,0.03
608.13008,11.478,0.031
608.14204,11.482,0.028
608.15399,11.48,0.03
608.16595,11.486,0.029
608.17793,11.477,0.031
608.18989,11.474,0.031
608.20185,11.46,0.029
608.21381,11.456,0.03
608.22577,11.432,0.003
608.92476,11.441,0.007
608.92502,11.449,0.007
609.07112,11.47,0.038
609.31779,11.534,0.004
609.31823,11.534,0.004
609.31871,11.532,0.004
609.32351,11.534,0.004
609.32397,11.528,0.004
609.32442,11.531,0.004
609.32926,11.54,0.004
609.32972,11.526,0.004
609.33019,11.531,0.004
610.11786,11.56,0.002
610.91802,11.466,0.007
610.91826,11.457,0.007
613.10445,11.563,0.003
613.9289,11.453,0.007
613.92915,11.459,0.006
614.10568,11.582,0.002
615.13131,11.478,0.029
615.14268,11.481,0.028
615.15406,11.476,0.028
615.16546,11.484,0.03
615.17685,11.484,0.029
615.18823,11.476,0.029
615.211,11.475,0.031
615.23379,11.452,0.002
616.21352,11.51,0.02
616.25685,11.487,0.02
616.3261,11.49,0.02
616.39519,11.518,0.02
617.2267,11.492,0.02
617.27049,11.493,0.02
617.34034,11.506,0.02
617.41029,11.519,0.02
618.25453,11.459,0.02
618.32382,11.476,0.02
618.39314,11.508,0.02
619.20438,11.475,0.02
619.24771,11.465,0.02
619.31696,11.49,0.02
619.34688,11.516,0.004
619.38611,11.449,0.02
619.92095,11.455,0.007
619.9212,11.466,0.007
620.91172,11.457,0.011
620.91196,11.451,0.014
621.12497,11.563,0.003
622.89437,11.435,0.012
622.89461,11.449,0.012
622.90972,11.455,0.009
622.91048,11.479,0.009
622.91123,11.466,0.009
622.912,11.459,0.009
622.91276,11.451,0.009
622.91351,11.464,0.009
622.91428,11.456,0.009
622.91504,11.459,0.009
622.91579,11.467,0.009
622.91656,11.469,0.009
622.91732,11.452,0.008
622.91807,11.457,0.008
622.91884,11.463,0.008
622.91959,11.453,0.009
622.92035,11.46,0.008
622.92112,11.46,0.009
622.92187,11.46,0.009
622.92263,11.481,0.009
622.9234,11.447,0.008
622.92415,11.445,0.008
622.92491,11.483,0.008
622.92568,11.465,0.008
622.92643,11.464,0.008
622.9272,11.457,0.008
622.92795,11.461,0.009
622.92871,11.449,0.009
622.92948,11.462,0.008
622.93023,11.464,0.008
622.93099,11.453,0.008
622.93176,11.447,0.008
622.93251,11.454,0.008
622.93327,11.465,0.008
622.93402,11.459,0.008
622.93479,11.453,0.008
622.93555,11.465,0.008
622.9363,11.461,0.008
622.93707,11.456,0.008
622.93783,11.464,0.008
622.93858,11.456,0.008
622.93935,11.469,0.008
622.9401,11.452,0.008
622.94086,11.463,0.008
622.94163,11.457,0.008
622.94238,11.467,0.008
622.94314,11.447,0.008
622.94391,11.449,0.008
622.94466,11.473,0.008
622.94542,11.459,0.008
622.94619,11.47,0.008
622.94694,11.458,0.008
622.9477,11.454,0.008
622.94846,11.461,0.01
622.94922,11.472,0.008
622.94998,11.459,0.008
622.95074,11.462,0.008
622.9515,11.463,0.008
622.95225,11.455,0.008
622.95302,11.468,0.008
622.95377,11.47,0.008
622.95453,11.451,0.008
622.9553,11.454,0.008
622.95605,11.461,0.008
622.95681,11.47,0.008
622.95758,11.456,0.008
622.95833,11.461,0.008
622.95909,11.459,0.008
622.95986,11.464,0.008
622.96061,11.453,0.007
622.96137,11.463,0.008
622.96214,11.447,0.007
622.96289,11.458,0.008
622.96365,11.47,0.007
622.96441,11.46,0.008
622.96517,11.455,0.008
622.96593,11.455,0.007
622.96669,11.456,0.007
622.96745,11.449,0.008
622.9682,11.475,0.008
622.96897,11.466,0.007
622.96973,11.466,0.007
622.97048,11.461,0.008
622.97125,11.453,0.008
622.972,11.47,0.008
622.97276,11.465,0.008
622.97353,11.46,0.008
622.97428,11.455,0.008
622.97504,11.462,0.008
622.97581,11.455,0.008
622.97656,11.454,0.008
622.97732,11.469,0.008
622.97807,11.465,0.007
622.97884,11.459,0.007
622.9796,11.463,0.007
622.98035,11.464,0.007
622.98112,11.46,0.007
622.98188,11.468,0.007
622.98263,11.463,0.007
622.9834,11.452,0.007
622.98415,11.46,0.007
622.98491,11.467,0.007
623.10538,11.562,0.002
624.19277,11.479,0.02
624.23649,11.471,0.02
624.30647,11.47,0.02
624.37636,11.494,0.02
625.1926,11.483,0.02
625.2363,11.467,0.02
625.30617,11.502,0.02
625.37593,11.481,0.02
625.46966,11.5,0.02
625.90843,11.463,0.009
625.90869,11.474,0.009
627.89603,11.457,0.008
627.89628,11.464,0.008
628.13157,11.56,0.004
629.90634,11.472,0.007
629.90658,11.463,0.007
631.10562,11.569,0.003
631.89446,11.464,0.007
631.89472,11.471,0.007
634.11508,11.493,0.011
634.12564,11.494,0.01
634.13623,11.497,0.011
634.14682,11.493,0.01
634.15739,11.498,0.011
634.17853,11.494,0.011
634.18911,11.499,0.011
634.22084,11.495,0.011
634.23143,11.483,0.01
635.10824,11.494,0.011
635.11814,11.489,0.011
635.12801,11.497,0.011
635.13792,11.496,0.01
635.14779,11.494,0.01
635.1577,11.494,0.01
635.16759,11.498,0.01
635.17748,11.483,0.01
635.18736,11.464,0.01
635.19726,11.437,0.01
635.20714,11.435,0.01
635.21702,11.417,0.01
635.22689,11.422,0.013
635.23678,11.415,0.012
635.24667,11.389,0.01
637.12944,11.562,0.002
639.1739,11.555,0.002
641.09888,11.561,0.002
643.11467,11.55,0.005
644.13309,11.559,0.002
647.24443,11.52,0.004
648.20693,11.532,0.004
650.20437,11.407,0.04
652.17811,11.485,0.02
652.24806,11.561,0.02
652.31798,11.536,0.02
652.41184,11.508,0.02
654.21445,11.531,0.005
655.0848,11.575,0.004
655.17534,11.515,0.02
655.18821,11.529,0.005
655.24451,11.485,0.02
655.31364,11.499,0.02
655.40668,11.505,0.02
656.20166,11.534,0.004
657.18094,11.524,0.004
657.27052,11.574,0.003
658.208,11.575,0.005
659.12472,11.567,0.004
659.18938,11.525,0.004
659.88251,11.473,0.006
659.88275,11.476,0.006
660.19921,11.529,0.004
660.86502,11.468,0.006
660.86527,11.466,0.006
661.18768,11.52,0.004
662.19972,11.521,0.004
663.85583,11.458,0.006
663.85608,11.464,0.006
663.87329,11.463,0.005
663.87412,11.466,0.006
663.87494,11.471,0.006
663.87576,11.464,0.006
663.87658,11.473,0.006
663.8774,11.461,0.006
663.87823,11.474,0.006
663.87905,11.463,0.006
663.87987,11.454,0.006
663.88069,11.462,0.006
663.88151,11.476,0.006
663.88233,11.46,0.006
663.88316,11.464,0.005
663.88398,11.459,0.006
663.8848,11.468,0.006
663.88562,11.471,0.005
663.88644,11.457,0.006
663.88726,11.46,0.006
663.88809,11.453,0.006
663.88891,11.462,0.006
663.88973,11.461,0.006
663.89055,11.449,0.006
663.89137,11.473,0.006
663.8922,11.467,0.006
663.89302,11.458,0.006
663.89384,11.457,0.006
663.89466,11.46,0.006
663.89548,11.459,0.006
663.8963,11.46,0.006
663.89713,11.455,0.006
663.89795,11.464,0.006
663.89877,11.454,0.006
663.89959,11.454,0.006
663.90041,11.466,0.006
663.90122,11.467,0.006
663.90204,11.456,0.006
663.90287,11.465,0.006
663.90369,11.45,0.006
663.90451,11.455,0.006
663.90533,11.466,0.006
663.90615,11.466,0.006
663.90698,11.47,0.006
663.9078,11.461,0.006
663.90862,11.458,0.006
663.90944,11.462,0.006
663.91025,11.471,0.006
663.91107,11.461,0.006
663.91189,11.466,0.006
663.91272,11.466,0.006
663.91354,11.47,0.006
663.91436,11.47,0.006
663.91518,11.465,0.006
663.916,11.468,0.006
663.91682,11.476,0.006
663.91765,11.465,0.006
663.91847,11.463,0.006
663.91929,11.465,0.006
663.92011,11.469,0.006
663.92092,11.469,0.006
663.92174,11.457,0.006
663.92257,11.468,0.006
663.92339,11.464,0.006
663.92421,11.462,0.006
663.92503,11.45,0.006
663.92585,11.457,0.006
663.92667,11.454,0.006
663.9275,11.467,0.006
663.92832,11.461,0.006
663.92914,11.468,0.006
663.92996,11.466,0.006
663.93078,11.476,0.006
663.9316,11.47,0.006
663.93243,11.459,0.006
663.93324,11.462,0.006
663.93406,11.462,0.006
663.93488,11.467,0.006
663.9357,11.464,0.006
663.93652,11.463,0.006
663.93735,11.455,0.006
663.93817,11.464,0.006
663.93899,11.459,0.006
663.93981,11.458,0.006
663.94063,11.464,0.006
663.94145,11.453,0.006
663.94226,11.451,0.006
663.94309,11.456,0.006
663.94391,11.459,0.006
663.94473,11.465,0.006
663.94555,11.457,0.006
663.94637,11.464,0.006
663.94718,11.457,0.006
663.94801,11.46,0.006
663.94883,11.471,0.006
663.94965,11.457,0.006
663.95047,11.456,0.006
663.95128,11.462,0.006
663.9521,11.463,0.006
663.95292,11.461,0.006
663.95375,11.465,0.006
663.95457,11.465,0.006
663.95539,11.459,0.006
663.9562,11.471,0.006
664.17198,11.489,0.02
664.24434,11.506,0.02
664.34179,11.524,0.02
664.84555,11.448,0.02
664.84581,11.407,0.02
665.16845,12.474,0.02
665.23804,12.492,0.02
665.33151,12.511,0.02
667.90561,11.459,0.006
667.90586,11.465,0.006
672.85718,11.506,0.036
672.85744,11.508,0.03
673.04861,11.559,0.005
673.0624,11.527,0.01
673.06678,11.539,0.009
673.07117,11.522,0.009
673.07555,11.515,0.009
673.07993,11.532,0.009
673.08431,11.53,0.009
673.08869,11.528,0.009
673.09308,11.537,0.009
673.09747,11.515,0.009
673.10185,11.515,0.008
673.10623,11.527,0.008
673.11062,11.535,0.008
673.115,11.443,0.008
673.11939,11.443,0.008
673.12377,11.445,0.008
673.12816,11.441,0.008
673.13254,11.458,0.008
673.13692,11.436,0.008
673.14131,11.445,0.007
673.1457,11.452,0.008
673.85009,11.463,0.011
673.85034,11.471,0.01
674.14409,11.561,0.002
675.05026,11.572,0.008
675.16149,11.502,0.02
675.23081,11.517,0.02
675.32414,11.534,0.02
675.83074,11.45,0.01
675.83099,11.46,0.01
676.15816,11.506,0.02
676.22796,11.495,0.02
676.22951,11.572,0.006
676.32191,11.479,0.02
676.85809,11.478,0.007
676.85834,11.449,0.007
677.04222,11.564,0.003
678.04083,11.56,0.006
679.15468,11.509,0.02
679.25692,11.547,0.02
679.35871,11.498,0.02
679.86231,11.456,0.008
679.86255,11.468,0.008
680.13939,11.565,0.002
680.82656,11.452,0.007
680.82681,11.465,0.008
682.13023,11.553,0.003
683.14915,11.514,0.02
683.22235,11.478,0.02
683.32016,11.522,0.02
684.14899,11.455,0.02
684.2176,11.574,0.006
684.22194,11.486,0.02
684.31911,11.477,0.02
688.11088,11.581,0.002
688.82159,11.476,0.006
688.82185,11.493,0.006
689.01765,11.579,0.002
689.13394,11.518,0.014
689.14382,11.518,0.013
689.15372,11.519,0.013
689.1636,11.516,0.014
689.17349,11.513,0.013
689.18336,11.514,0.013
690.03628,11.556,0.019
691.06308,11.571,0.002
691.10844,11.508,0.012
691.1183,11.505,0.012
691.12816,11.502,0.012
691.13805,11.503,0.012
691.14749,11.499,0.02
691.14793,11.504,0.011
691.15779,11.503,0.011
691.16766,11.497,0.013
691.17752,11.503,0.012
691.1874,11.507,0.012
691.21657,11.508,0.02
691.32735,11.52,0.02
692.05901,11.563,0.003
693.01184,11.57,0.004
694.11037,11.498,0.012
694.12024,11.501,0.012
694.13011,11.498,0.011
694.13998,11.501,0.012
694.14424,11.483,0.02
694.14983,11.497,0.012
694.15971,11.508,0.012
694.16956,11.493,0.012
694.236848,11.97,0.04
694.238549,12.07,0.04
694.240239,12,0.04
694.24194,12,0.05
694.2437,12.04,0.04
694.32567,11.552,0.02
694.804,11.463,0.005
694.80426,11.449,0.005
696.14063,11.459,0.02
696.22387,11.494,0.02
696.32015,11.512,0.02
696.86936,11.617,0.005
699.075667,11.435,0.007
699.079637,11.451,0.008
699.083596,11.432,0.007
699.0876,11.462,0.007
699.09157,11.429,0.008
699.095528,11.449,0.009
699.09948,11.496,0.011
699.099487,11.41,0.013
699.103445,11.432,0.013
699.107403,11.417,0.014
699.10938,11.502,0.012
699.111362,11.41,0.011
699.11532,11.43,0.014
699.11926,11.496,0.011
699.119302,11.436,0.017
699.123283,11.408,0.018
699.127253,11.45,0.02
699.12917,11.498,0.011
699.1312,11.446,0.018
699.13394,11.44,0.02
699.13906,11.498,0.011
699.14893,11.491,0.011
699.15881,11.499,0.012
699.16869,11.493,0.012
699.17858,11.5,0.012
699.18846,11.5,0.011
699.21788,11.514,0.02
699.30715,11.494,0.02
701.08154,11.555,0.004
701.14023,11.465,0.02
701.23326,11.511,0.02
701.79064,11.449,0.005
701.7909,11.453,0.005
702.06671,11.558,0.002
702.09181,11.495,0.012
702.10168,11.493,0.013
702.11158,11.493,0.011
702.12146,11.49,0.012
702.13134,11.498,0.012
702.14122,11.494,0.012
702.15109,11.496,0.012
702.16099,11.496,0.012
702.997861,11.488,0.01
702.999211,11.489,0.01
703.08742,11.491,0.012
703.09667,11.494,0.011
703.10592,11.491,0.012
703.11516,11.495,0.012
703.1244,11.494,0.012
703.13365,11.492,0.011
703.14291,11.493,0.012
703.15214,11.492,0.012
703.1614,11.494,0.012
703.17065,11.491,0.011
703.17989,11.495,0.012
703.18913,11.494,0.011
703.80435,11.429,0.004
704.07898,11.506,0.012
704.0884,11.497,0.012
704.09784,11.499,0.011
704.10726,11.493,0.011
704.11667,11.498,0.012
704.12609,11.5,0.011
704.13552,11.499,0.011
704.13584,11.479,0.02
704.14494,11.495,0.011
704.15435,11.497,0.011
704.16379,11.496,0.012
704.17321,11.504,0.012
704.18265,11.493,0.012
704.22852,11.517,0.02
705.17201,11.481,0.02
705.2704,11.482,0.02
705.83379,11.471,0.009
705.83468,11.461,0.009
705.99352,11.489,0.01
705.994878,11.492,0.01
708.990179,11.492,0.005
708.991526,11.489,0.005
710.079411,11.498,0.005
710.080762,11.493,0.005
710.13943,11.467,0.02
710.25896,11.488,0.02
710.987367,11.497,0.005
710.988729,11.495,0.005
711.13355,11.474,0.02
711.22657,11.489,0.02
712.01136,11.439,0.033
712.094006,11.489,0.005
712.095353,11.496,0.005
712.12658,11.484,0.02
712.21949,11.507,0.02
713.059161,11.485,0.005
713.060499,11.49,0.005
714.77928,11.445,0.006
714.77953,11.457,0.007
715.08006,11.463,0.005
715.08141,11.464,0.005
716.13502,11.53,0.02
716.23257,11.505,0.02
716.979601,11.491,0.005
716.980951,11.479,0.005
717.12319,11.487,0.02
717.216,11.506,0.02
718.0438,11.503,0.012
718.05299,11.502,0.012
718.06218,11.507,0.012
718.07136,11.499,0.011
718.08055,11.503,0.012
718.08972,11.51,0.011
718.09891,11.508,0.012
718.1081,11.513,0.012
718.11731,11.51,0.012
718.12339,11.474,0.02
718.12651,11.512,0.012
718.1357,11.52,0.011
718.14489,11.514,0.012
718.15406,11.524,0.012
718.16325,11.517,0.014
718.17246,11.519,0.013
718.18165,11.515,0.014
718.21705,11.503,0.02
720.070438,11.484,0.005
720.071784,11.48,0.005
720.12772,11.494,0.02
720.22062,11.502,0.02
721.045974,11.49,0.006
721.047313,11.486,0.005
721.12002,11.505,0.02
721.21399,11.479,0.02
721.76305,11.476,0.009
721.76331,11.453,0.01
722.104099,11.471,0.005
722.105222,11.477,0.005
722.78666,11.458,0.008
722.78692,11.484,0.007
722.967969,11.502,0.005
722.969315,11.497,0.005
723.11298,11.489,0.005
723.114334,11.492,0.005
724.11985,11.475,0.02
724.21299,11.484,0.02
725.11283,11.473,0.02
725.20566,11.475,0.02
726.11451,11.479,0.02
726.21257,11.47,0.02
726.963748,11.489,0.005
726.965098,11.489,0.005
727.962347,11.485,0.005
727.963694,11.488,0.005
729.960395,11.484,0.005
729.961746,11.488,0.005
730.1525,11.514,0.02
730.24151,11.5,0.02
730.958837,11.491,0.005
730.960179,11.491,0.005
731.12707,11.536,0.02
731.22431,11.467,0.02
731.958215,11.495,0.005
731.959566,11.5,0.005
732.12677,11.478,0.02
732.22296,11.494,0.02
732.983362,11.489,0.005
732.984701,11.483,0.005
733.1025,11.479,0.02
733.19556,11.462,0.02
734.14216,11.525,0.02
736.953358,11.487,0.005
736.954701,11.482,0.005
737.11637,11.442,0.02
737.951981,11.492,0.005
737.953331,11.491,0.005
738.12628,11.479,0.02
738.82113,11.462,0.011
738.82138,11.463,0.011
739.12613,11.534,0.02
739.21429,11.548,0.02
740.949846,11.497,0.005
740.951406,11.488,0.005
742.11549,11.496,0.02
742.19879,11.496,0.02
743.11569,11.452,0.02
743.20364,11.55,0.02
745.046576,11.49,0.005
745.047922,11.489,0.005
746.7764,11.46,0.005
746.77665,11.455,0.005
747.73941,11.464,0.005
747.73966,11.47,0.005
748.02381,11.496,0.012
748.03301,11.502,0.011
748.0422,11.496,0.011
748.05141,11.495,0.011
748.06062,11.493,0.01
748.06981,11.493,0.011
748.07899,11.494,0.012
748.0882,11.498,0.011
748.09737,11.493,0.012
748.10655,11.495,0.011
748.11574,11.511,0.011
748.12493,11.499,0.012
748.13412,11.494,0.012
748.14331,11.496,0.01
748.15249,11.497,0.011
748.16169,11.506,0.012
748.17087,11.499,0.011
748.18005,11.502,0.01
749.11632,11.493,0.02
750.11588,11.474,0.02
750.79033,11.47,0.008
750.79059,11.451,0.008
751.040797,11.482,0.005
751.042151,11.481,0.005
751.946063,11.495,0.005
751.947417,11.495,0.005
753.11585,11.468,0.02
757.11577,11.475,0.02
757.73328,11.464,0.017
757.73354,11.457,0.018
759.74246,11.46,0.005
759.7427,11.451,0.005
760.11295,11.481,0.02
